camera_code,load_body_time,str2img_time,detection_time,img2str_time,create_message_time,send_time
v2,0.00047016143798828125,1.4543533325195312e-05,0.13357305526733398,0.0,0.002804279327392578,0.0025949478149414062
v2,0.0004987716674804688,1.6450881958007812e-05,0.11488604545593262,2.384185791015625e-07,0.0029845237731933594,0.002688169479370117
v2,0.0006458759307861328,1.52587890625e-05,0.13304471969604492,2.384185791015625e-07,0.003103017807006836,0.002989053726196289
v2,0.0005242824554443359,1.6450881958007812e-05,0.11606049537658691,2.384185791015625e-07,0.0027055740356445312,0.004998922348022461
v2,0.0005352497100830078,1.5497207641601562e-05,0.13076066970825195,2.384185791015625e-07,0.0027260780334472656,0.002896547317504883
v2,0.0005762577056884766,1.7642974853515625e-05,0.12430882453918457,0.0,0.0030455589294433594,0.003110170364379883
v2,0.0005331039428710938,1.6927719116210938e-05,0.12069940567016602,2.384185791015625e-07,0.0027589797973632812,0.002844095230102539
v2,0.0005636215209960938,1.3828277587890625e-05,0.08198285102844238,0.0,0.0037648677825927734,0.003271341323852539
v2,0.0005648136138916016,1.5974044799804688e-05,0.13919711112976074,2.384185791015625e-07,0.0036640167236328125,0.003208160400390625
v2,0.0006198883056640625,1.5497207641601562e-05,0.09608149528503418,0.0,0.003911256790161133,0.0030345916748046875
v2,0.0006222724914550781,1.5974044799804688e-05,0.14513087272644043,0.0,0.003470897674560547,0.0026853084564208984
v2,0.0005414485931396484,1.5974044799804688e-05,0.14133429527282715,0.0,0.0028061866760253906,0.002789020538330078
v2,0.0005228519439697266,1.621246337890625e-05,0.07685279846191406,0.0,0.0027806758880615234,0.0027997493743896484
v2,0.0005431175231933594,1.4781951904296875e-05,0.07965731620788574,0.0,0.003031015396118164,0.0030202865600585938
v2,0.0006303787231445312,1.71661376953125e-05,0.08889555931091309,7.152557373046875e-07,0.009152889251708984,0.011950969696044922
v2,0.0004954338073730469,1.621246337890625e-05,0.1290137767791748,0.0,0.002892017364501953,0.002985239028930664
v2,0.0005252361297607422,1.621246337890625e-05,0.13205695152282715,0.0,0.0030024051666259766,0.003306865692138672
v2,0.0006093978881835938,1.6927719116210938e-05,0.08557748794555664,0.0,0.002717733383178711,0.0027539730072021484
v2,0.0005092620849609375,1.621246337890625e-05,0.07058048248291016,0.0,0.003737926483154297,0.002905607223510742
v2,0.0005702972412109375,2.8848648071289062e-05,0.06909704208374023,0.0,0.0026602745056152344,0.002619028091430664
v2,0.0007388591766357422,2.0742416381835938e-05,0.13379430770874023,2.384185791015625e-07,0.002742290496826172,0.002807140350341797
v2,0.0005044937133789062,1.5735626220703125e-05,0.13338637351989746,0.0,0.0038154125213623047,0.0029184818267822266
v2,0.0005078315734863281,1.5974044799804688e-05,0.1264960765838623,2.384185791015625e-07,0.0031855106353759766,0.0030775070190429688
v2,0.0007536411285400391,1.9311904907226562e-05,0.08268380165100098,0.0,0.004341840744018555,0.003906726837158203
v2,0.0006561279296875,1.6927719116210938e-05,0.07684755325317383,2.384185791015625e-07,0.002729177474975586,0.002860546112060547
v2,0.00052642822265625,1.621246337890625e-05,0.07142114639282227,0.0,0.0031964778900146484,0.0033740997314453125
v2,0.0005030632019042969,1.6450881958007812e-05,0.08230137825012207,2.384185791015625e-07,0.0028781890869140625,0.002768278121948242
v2,0.0005960464477539062,1.7642974853515625e-05,0.14994001388549805,2.384185791015625e-07,0.003227710723876953,0.0030159950256347656
v2,0.0005908012390136719,1.6927719116210938e-05,0.07633233070373535,2.384185791015625e-07,0.0036132335662841797,0.003342151641845703
v2,0.0006649494171142578,1.4543533325195312e-05,0.13229584693908691,2.384185791015625e-07,0.0037689208984375,0.0033316612243652344
v2,0.0005130767822265625,1.4781951904296875e-05,0.06696367263793945,0.0,0.002790689468383789,0.0029053688049316406
v2,0.0005695819854736328,1.6927719116210938e-05,0.07229781150817871,2.384185791015625e-07,0.0027031898498535156,0.0028705596923828125
v2,0.0005338191986083984,1.52587890625e-05,0.07805895805358887,0.0,0.0028181076049804688,0.0028467178344726562
v2,0.00048279762268066406,1.4781951904296875e-05,0.06889057159423828,0.0,0.0027594566345214844,0.002680063247680664
v2,0.0004801750183105469,1.52587890625e-05,0.07108521461486816,4.76837158203125e-07,0.002865314483642578,0.0029287338256835938
v2,0.0006289482116699219,2.1457672119140625e-05,0.13135290145874023,2.384185791015625e-07,0.002923250198364258,0.0030364990234375
v2,0.0006811618804931641,1.52587890625e-05,0.13127660751342773,0.0,0.0034399032592773438,0.0033576488494873047
v2,0.0006101131439208984,1.7881393432617188e-05,0.1843266487121582,2.384185791015625e-07,0.0031321048736572266,0.0034646987915039062
v2,0.0008308887481689453,1.9311904907226562e-05,0.10825228691101074,2.384185791015625e-07,0.0031621456146240234,0.0034325122833251953
v2,0.0006365776062011719,1.6689300537109375e-05,0.10621953010559082,2.384185791015625e-07,0.004158735275268555,0.004300117492675781
v2,0.0006039142608642578,1.811981201171875e-05,0.10269665718078613,4.76837158203125e-07,0.0031223297119140625,0.0033898353576660156
v2,0.0006449222564697266,1.71661376953125e-05,0.1646251678466797,2.384185791015625e-07,0.0031769275665283203,0.0035364627838134766
v2,0.0006024837493896484,1.9073486328125e-05,0.17657828330993652,2.384185791015625e-07,0.004682302474975586,0.004359245300292969
v2,0.0006871223449707031,2.2172927856445312e-05,0.10083603858947754,2.384185791015625e-07,0.003122568130493164,0.003546476364135742
v2,0.0006339550018310547,1.71661376953125e-05,0.0978384017944336,0.0,0.0036802291870117188,0.003907680511474609
v2,0.0008075237274169922,2.288818359375e-05,0.11837077140808105,2.384185791015625e-07,0.0038836002349853516,0.004483699798583984
v2,0.0009331703186035156,2.1696090698242188e-05,0.12131571769714355,2.384185791015625e-07,0.003774881362915039,0.004254341125488281
v2,0.0007381439208984375,1.9788742065429688e-05,0.12291312217712402,2.384185791015625e-07,0.00401759147644043,0.004472970962524414
v2,0.0006392002105712891,1.7642974853515625e-05,0.11363506317138672,0.0,0.003404378890991211,0.0036406517028808594
v2,0.0006721019744873047,1.7642974853515625e-05,0.17267322540283203,2.384185791015625e-07,0.0035576820373535156,0.0034532546997070312
v2,0.0009136199951171875,2.0742416381835938e-05,0.10348105430603027,2.384185791015625e-07,0.004201650619506836,0.0038962364196777344
v2,0.0006420612335205078,1.811981201171875e-05,0.09677004814147949,2.384185791015625e-07,0.0038220882415771484,0.004242658615112305
v2,0.0007691383361816406,2.0503997802734375e-05,0.2110888957977295,0.0,0.0038356781005859375,0.0039632320404052734
v2,0.0009770393371582031,2.288818359375e-05,0.1903550624847412,2.384185791015625e-07,0.004678964614868164,0.004638671875
v2,0.0008864402770996094,2.1219253540039062e-05,0.11094450950622559,2.384185791015625e-07,0.003926515579223633,0.00422358512878418
v2,0.0007069110870361328,1.811981201171875e-05,0.10472226142883301,2.384185791015625e-07,0.004627227783203125,0.004267215728759766
v2,0.0006239414215087891,1.7642974853515625e-05,0.1735076904296875,2.384185791015625e-07,0.005049943923950195,0.005055665969848633
v2,0.0006759166717529297,1.8596649169921875e-05,0.12977027893066406,2.384185791015625e-07,0.0037124156951904297,0.007999658584594727
v2,0.0007560253143310547,2.0503997802734375e-05,0.11587715148925781,2.384185791015625e-07,0.003607511520385742,0.003977537155151367
v2,0.0007922649383544922,2.0742416381835938e-05,0.1076817512512207,2.384185791015625e-07,0.003316640853881836,0.0035271644592285156
v2,0.0007445812225341797,1.8596649169921875e-05,0.11177301406860352,2.384185791015625e-07,0.0034072399139404297,0.0035583972930908203
v2,0.0006830692291259766,1.7642974853515625e-05,0.10735678672790527,2.384185791015625e-07,0.004636526107788086,0.004292488098144531
v2,0.0009126663208007812,2.1219253540039062e-05,0.10626721382141113,0.0,0.003529071807861328,0.008445501327514648
v2,0.0007319450378417969,1.9073486328125e-05,0.11307120323181152,2.384185791015625e-07,0.003387928009033203,0.008584260940551758
v2,0.0006945133209228516,1.8835067749023438e-05,0.1789078712463379,2.384185791015625e-07,0.003778696060180664,0.0038950443267822266
v2,0.0006935596466064453,1.7881393432617188e-05,0.10138201713562012,0.0,0.004502296447753906,0.004365444183349609
v2,0.0010986328125,2.4557113647460938e-05,0.09955835342407227,2.384185791015625e-07,0.004485607147216797,0.0037314891815185547
v2,0.0006427764892578125,1.8596649169921875e-05,0.12676429748535156,0.0,0.00413203239440918,0.0046100616455078125
v2,0.000659942626953125,1.8358230590820312e-05,0.12080216407775879,2.384185791015625e-07,0.004708528518676758,0.008937597274780273
v2,0.0012197494506835938,4.00543212890625e-05,0.17383933067321777,2.384185791015625e-07,0.004082679748535156,0.004673004150390625
v2,0.000652313232421875,1.621246337890625e-05,0.10537123680114746,2.384185791015625e-07,0.004475116729736328,0.004069089889526367
